17.3195	0.145833	1407	-1	169	-1
5.56271	0.0416667	1446	-1	1126	-1
6.71165	0.0520833	1461	-1	2786	-1
7.35636	0.0520833	1485	-1	2129	-1
7.22132	0.0416667	1509	-1	2398	-1
9.74731	0.0625	1553	-1	1342	-1
15.7084	0.125	1649	-1	359	-1
6.13471	0.0416667	1652	-1	2756	-1
13.3473	0.114583	1680	-1	2358	-1
5.0725	0.0517241	1685	-1	2728	-1
7.35636	0.0520833	1722	-1	4388	-1
8.53042	0.0520833	1723	-1	4200	-1
5.85954	0.0620155	1729	-1	99	-1
8.53042	0.0520833	1732	-1	3016	-1
5.77795	0.387097	1785	-1	789	-1
20.8064	0.582176	1785	-1	1762	-1
6.13471	0.0416667	1808	-1	606	-1
14.1337	0.145703	1832	-1	833	-1
10.1531	0.0936275	1836	-1	4133	-1
10.7066	0.09375	1846	-1	2654	-1
7.22132	0.0416667	1855	-1	4931	-1
11.9588	0.0833333	1885	-1	4423	-1
9.74731	0.0625	1890	-1	1405	-1
