8.50053	0.0625	1955	-1	3070	-1
6.13471	0.0416667	1972	-1	1420	-1
8.53042	0.0520833	2008	-1	4788	-1
6.13471	0.0416667	2026	-1	3188	-1
10.5954	0.0833333	2046	-1	2729	-1
7.22132	0.0416667	2069	-1	2070	-1
7.22132	0.0416667	2110	-1	2393	-1
15.0596	0.217857	2122	-1	864	-1
10.1531	0.0936275	2128	-1	1449	-1
5.56271	0.0416667	2161	-1	1736	-1
6.13471	0.0416667	2203	-1	4613	-1
10.8866	0.0729167	2250	-1	3424	-1
11.5599	0.09375	2322	-1	4012	-1
9.74731	0.0625	2376	-1	1011	-1
7.79355	0.0625	2433	-1	3802	-1
13.1167	0.14557	2512	-1	469	-1
21.0309	0.322581	2546	-1	3453	-1
7.35636	0.0520833	2557	-1	2191	-1
7.22132	0.0416667	2571	-1	975	-1
7.22132	0.0416667	2579	-1	2381	-1
